antecedent,consequent,support,confidence,lift
"('21929', '22386')","('21928',)",0.010907833521941405,0.5851602023608768,12.706564066555778
"('21928',)","('21929', '22386')",0.010907833521941405,0.23686006825938566,12.706564066555778
"('20719',)","('20723',)",0.020023890355840564,0.5079744816586922,12.68421052631579
"('20723',)","('20719',)",0.020023890355840564,0.5,12.68421052631579
"('22355',)","('20724', '21212')",0.012228090028919905,0.247141041931385,12.680727138582613
"('20724', '21212')","('22355',)",0.012228090028919905,0.6274193548387097,12.680727138582613
"('22355',)","('20724', '20725')",0.013736954608323903,0.2776365946632783,12.67170064480374
"('20724', '20725')","('22355',)",0.013736954608323903,0.6269727403156384,12.67170064480374
"('23199',)","('23203',)",0.012416698101345405,0.44937428896473264,12.662085810935407
"('23203',)","('23199',)",0.012416698101345405,0.34986713906111605,12.662085810935407
"('22553',)","('22551',)",0.012070916635231988,0.39546858908341914,12.61850226270986
"('22551',)","('22553',)",0.012070916635231988,0.38515546639919757,12.61850226270986
"('82482', '82486')","('82494L',)",0.010876398843203822,0.7538126361655774,12.561701195232763
"('82483', '82494L')","('82482',)",0.011505092417955488,0.7689075630252101,12.543839689722041
"('21975', '84991')","('84992',)",0.01009053187476424,0.5236541598694943,12.487620789931299
"('84992',)","('21975', '84991')",0.01009053187476424,0.24062968515742128,12.487620789931299
"('22367',)","('47591D',)",0.012731044888721238,0.40703517587939697,12.438619611023418
"('47591D',)","('22367',)",0.012731044888721238,0.38904899135446686,12.438619611023418
"('21175',)","('21166', '21181')",0.010687790770778322,0.21263289555972484,12.411518667056818
"('21166', '21181')","('21175',)",0.010687790770778322,0.6238532110091743,12.411518667056818
"('20719', '85099B')","('20724',)",0.010216270589714574,0.6842105263157895,12.409410070215447
"('20724',)","('22356',)",0.030051552873129637,0.5450399087799316,12.340789735307604
"('22356',)","('20724',)",0.030051552873129637,0.6804270462633452,12.340789735307604
"('22379',)","('22381',)",0.01854646045517415,0.3994583615436696,12.313536237817072
"('22381',)","('22379',)",0.01854646045517415,0.5717054263565892,12.313536237817072
"('21929', '22411')","('21928',)",0.011630831132905821,0.5657492354740061,12.285061214265586
"('21928',)","('21929', '22411')",0.011630831132905821,0.2525597269624573,12.285061214265586
"('20724', '85099B')","('20723',)",0.01093926820067899,0.4887640449438202,12.204522604201577
"('20723',)","('20724', '85099B')",0.01093926820067899,0.2731554160125589,12.204522604201577
"('20723',)","('22356',)",0.021564189613982144,0.5384615384615384,12.191842321379687
"('22356',)","('20723',)",0.021564189613982144,0.48825622775800714,12.191842321379687
"('22551',)","('22557',)",0.011756569847856155,0.37512537612838515,12.189467278239212
"('22557',)","('22551',)",0.011756569847856155,0.38202247191011235,12.189467278239212
"('20712',)","('20713', '85099B')",0.010593486734565572,0.28059950041631976,12.111847092596966
"('20713', '85099B')","('20712',)",0.010593486734565572,0.45725915875169604,12.111847092596966
"('22356',)","('20719',)",0.020998365396705646,0.47544483985765124,12.06128488480989
"('20719',)","('22356',)",0.020998365396705646,0.532695374800638,12.06128488480989
"('21929', '21931')","('21928',)",0.011002137558154155,0.5529225908372828,12.006534784788832
"('21928',)","('21929', '21931')",0.011002137558154155,0.23890784982935154,12.006534784788832
"('22355', '22383')","('20724',)",0.011473657739217906,0.6612318840579711,11.992650339596452
"('20724',)","('22355', '22383')",0.011473657739217906,0.2080957810718358,11.992650339596452
"('20719',)","('22355',)",0.023387400980761978,0.5933014354066986,11.991172339998663
"('22355',)","('20719',)",0.023387400980761978,0.4726810673443456,11.991172339998663
"('22553',)","('22557',)",0.011190745630579655,0.3666323377960865,11.913491246138001
"('22557',)","('22553',)",0.011190745630579655,0.36363636363636365,11.913491246138001
"('21928', '22386')","('21929',)",0.010907833521941405,0.566068515497553,11.886317897695152
"('21929',)","('21928', '22386')",0.010907833521941405,0.22904290429042903,11.886317897695152
"('21231',)","('21232', '85123A')",0.012070916635231988,0.27292110874200426,11.877108496991298
"('21232', '85123A')","('21231',)",0.012070916635231988,0.5253077975376197,11.877108496991298
"('20724',)","('20723',)",0.026216522067144473,0.475484606613455,11.872932735939742
"('20723',)","('20724',)",0.026216522067144473,0.6546310832025117,11.872932735939742
"('21080',)","('21094',)",0.017477681378096317,0.2968499733048585,11.804239188467701
"('21094',)","('21080',)",0.017477681378096317,0.695,11.804239188467701
"('22112',)","('22835',)",0.018577895133911733,0.3579648697758934,11.77619279970085
"('22835',)","('22112',)",0.018577895133911733,0.6111685625646329,11.77619279970085
"('21928', '21931')","('21929',)",0.011002137558154155,0.56,11.75889108910891
"('21929',)","('21928', '21931')",0.011002137558154155,0.23102310231023102,11.75889108910891
"('21929',)","('21928', '22411')",0.011630831132905821,0.24422442244224424,11.700703805320291
"('21928', '22411')","('21929',)",0.011630831132905821,0.5572289156626506,11.700703805320291
"('21931', '22411')","('20711',)",0.010121966553501824,0.3684210526315789,11.673516460473895
"('20711',)","('21931', '22411')",0.010121966553501824,0.3207171314741036,11.673516460473895
"('20712', '85099B')","('20713',)",0.010593486734565572,0.45234899328859063,11.623688347735577
"('20713',)","('20712', '85099B')",0.010593486734565572,0.27221324717285944,11.623688347735577
"('22617',)","('22138',)",0.015214384508990318,0.5975308641975309,11.618980349542696
"('22138',)","('22617',)",0.015214384508990318,0.29584352078239606,11.618980349542696
"('22355', '85099B')","('20724',)",0.011316484345529988,0.6405693950177936,11.61789828637745
"('20724',)","('22355', '85099B')",0.011316484345529988,0.20524515393386544,11.61789828637745
"('21212', '21975')","('21213',)",0.010499182698352823,0.4977645305514158,11.617670760015876
"('21213',)","('21212', '21975')",0.010499182698352823,0.2450476889214967,11.617670760015876
"('21929', '85099B')","('21928',)",0.014271344146862819,0.5347467608951708,11.611852530783054
"('21928',)","('21929', '85099B')",0.014271344146862819,0.3098976109215017,11.611852530783054
"('21212', '21213')","('21975',)",0.010499182698352823,0.4260204081632653,11.58338566195709
"('21975',)","('21212', '21213')",0.010499182698352823,0.28547008547008546,11.58338566195709
"('20719',)","('20724', '85099B')",0.010216270589714574,0.259170653907496,11.57968657599054
"('20724', '85099B')","('20719',)",0.010216270589714574,0.45646067415730335,11.57968657599054
"('23203',)","('23201',)",0.01084496416446624,0.30558015943312666,11.545268446421172
"('23201',)","('23203',)",0.01084496416446624,0.40973871733966744,11.545268446421172
"('22150',)","('22147',)",0.010907833521941405,0.3929784824462061,11.500856930615187
"('22147',)","('22150',)",0.010907833521941405,0.31922723091076355,11.500856930615187
"('21931', '22355')","('20724',)",0.011253614988054822,0.6325088339222615,11.471705259255979
"('20724',)","('21931', '22355')",0.011253614988054822,0.20410490307867732,11.471705259255979
"('22112', '22835')","('22114',)",0.010059097196026656,0.5414551607445008,11.467890528364887
"('22114',)","('22112', '22835')",0.010059097196026656,0.21304926764314247,11.467890528364887
"('21977', '84991')","('21975',)",0.011002137558154155,0.41916167664670656,11.396898510670965
"('21975',)","('21977', '84991')",0.011002137558154155,0.29914529914529914,11.396898510670965
"('22417',)","('21975',)",0.012259524707657487,0.41622198505869795,11.316969050160084
"('21975',)","('22417',)",0.012259524707657487,0.3333333333333333,11.316969050160084
"('82486', '82494L')","('82482',)",0.010876398843203822,0.6933867735470942,11.311805148759056
"('21231', '85123A')","('21232',)",0.012070916635231988,0.7983367983367984,11.252410380456459
"('21977', '84991')","('84992',)",0.01238526342260782,0.4718562874251497,11.25239296519405
"('84992',)","('21977', '84991')",0.01238526342260782,0.29535232383808097,11.25239296519405
"('21931', '22386')","('22385',)",0.010970702879416573,0.39931350114416475,11.251515587598025
"('22385',)","('21931', '22386')",0.010970702879416573,0.3091231178033658,11.251515587598025
"('22356',)","('22355',)",0.02436187602162706,0.5516014234875445,11.148376419304807
"('22355',)","('22356',)",0.02436187602162706,0.4923761118170267,11.148376419304807
"('20719',)","('20724',)",0.024141833270463976,0.6124401913875598,11.107723699213826
"('20724',)","('20719',)",0.024141833270463976,0.4378563283922463,11.107723699213826
"('21791',)","('21790',)",0.023293096944549226,0.6226890756302521,11.097470517618811
"('21790',)","('21791',)",0.023293096944549226,0.4151260504201681,11.097470517618811
"('21975', '84992')","('84991',)",0.01009053187476424,0.6743697478991597,11.086847762360758
"('21931', '22411')","('20712',)",0.011473657739217906,0.41762013729977115,11.061891596819585
"('20712',)","('21931', '22411')",0.011473657739217906,0.3039134054954205,11.061891596819585
"('21977', '84992')","('84991',)",0.01238526342260782,0.6723549488054608,11.053723840516442
"('84991',)","('21977', '84992')",0.01238526342260782,0.2036175710594315,11.053723840516442
"('22355',)","('20723',)",0.02187853640135798,0.44218551461245237,11.041448658439037
"('20723',)","('22355',)",0.02187853640135798,0.5463108320251178,11.041448658439037
"('22659',)","('22629',)",0.011127876273104489,0.3615934627170582,10.934421326953476
"('22629',)","('22659',)",0.011127876273104489,0.3365019011406844,10.934421326953476
"('21929',)","('21928', '85099B')",0.014271344146862819,0.2996699669966997,10.919932405611696
"('21928', '85099B')","('21929',)",0.014271344146862819,0.5200458190148912,10.919932405611696
"('21931', '22411')","('22385',)",0.010593486734565572,0.38558352402745993,10.864643991462849
"('22385',)","('21931', '22411')",0.010593486734565572,0.29849424269264835,10.864643991462849
"('20712',)","('21931', '22386')",0.011222180309317238,0.29725228975853457,10.819439178259154
"('21931', '22386')","('20712',)",0.011222180309317238,0.408466819221968,10.819439178259154
"('22659',)","('22630',)",0.011347919024267572,0.3687436159346272,10.781683740912095
"('22630',)","('22659',)",0.011347919024267572,0.3318014705882353,10.781683740912095
"('21975', '21977')","('84991',)",0.011002137558154155,0.6554307116104869,10.775484133205586
"('21213', '21977')","('84991',)",0.010027662517289074,0.6550308008213552,10.768909475828917
"('21975',)","('21212', '84991')",0.013454042499685653,0.3658119658119658,10.695965309200602
"('21212', '84991')","('21975',)",0.013454042499685653,0.39338235294117646,10.695965309200602
"('21930',)","('21931', '85099C')",0.010342009304664907,0.2562305295950156,10.599747213883791
"('21931', '85099C')","('21930',)",0.010342009304664907,0.42782834850455137,10.599747213883791
"('20711', '22411')","('21931',)",0.010121966553501824,0.7385321100917431,10.582965534341682
"('20712',)","('20711',)",0.012605306173770904,0.33388842631140714,10.579341252807255
"('20711',)","('20712',)",0.012605306173770904,0.399402390438247,10.579341252807255
"('20712',)","('22386', '22411')",0.01027913994718974,0.2722731057452123,10.575765616564949
"('22386', '22411')","('20712',)",0.01027913994718974,0.3992673992673993,10.575765616564949
"('21212', '21975')","('84991',)",0.013454042499685653,0.6378539493293591,10.486516711145
"('84991',)","('21212', '21975')",0.013454042499685653,0.22118863049095608,10.486516711145
"('21232',)","('21231',)",0.032786369923299384,0.4621178555604785,10.448396034889795
"('21231',)","('21232',)",0.032786369923299384,0.7412935323383084,10.448396034889795
"('22149',)","('22147',)",0.014679994970451402,0.3564885496183206,10.43294732332844
"('22147',)","('22149',)",0.014679994970451402,0.4296228150873965,10.43294732332844
"('84991', '84992')","('21977',)",0.01238526342260782,0.5889387144992526,10.431691751475626
"('21977',)","('84991', '84992')",0.01238526342260782,0.21937639198218262,10.431691751475626
"('21212', '84992')","('84991',)",0.014522821576763486,0.6328767123287671,10.404689391525965
"('84991',)","('21212', '84992')",0.014522821576763486,0.23875968992248062,10.404689391525965
"('22910',)","('22952',)",0.014868603042876901,0.3432510885341074,10.320891898343122
"('22952',)","('22910',)",0.014868603042876901,0.44706994328922495,10.320891898343122
"('84029G',)","('84029E',)",0.011033572236891739,0.35418768920282545,10.271120117520768
"('84029E',)","('84029G',)",0.011033572236891739,0.31996353691886964,10.271120117520768
"('82494L',)","('82482', '85123A')",0.015182949830252734,0.25301204819277107,10.253272964469343
"('82482', '85123A')","('82494L',)",0.015182949830252734,0.6152866242038216,10.253272964469343
"('22355',)","('20724', '85099B')",0.011316484345529988,0.22871664548919948,10.219008323458448
"('20724', '85099B')","('22355',)",0.011316484345529988,0.5056179775280899,10.219008323458448
"('21212', '22417')","('84991',)",0.01009053187476424,0.620889748549323,10.20761999010391
"('20726',)","('20728', '22382')",0.012825348924933987,0.2446043165467626,10.18501638479792
"('20728', '22382')","('20726',)",0.012825348924933987,0.5340314136125655,10.18501638479792
"('21930',)","('21931', '22386')",0.011253614988054822,0.278816199376947,10.148399238649246
"('21931', '22386')","('21930',)",0.011253614988054822,0.4096109839816934,10.148399238649246
"('21212', '84991')","('84992',)",0.014522821576763486,0.42463235294117646,10.126240188729165
"('84992',)","('21212', '84991')",0.014522821576763486,0.34632683658170915,10.126240188729165
"('20726',)","('20727', '20728')",0.014114170753174903,0.26918465227817745,10.122106570063098
"('20727', '20728')","('20726',)",0.014114170753174903,0.5307328605200946,10.122106570063098
"('21928',)","('21929',)",0.02219288318873381,0.48191126279863483,10.119182239043017
"('21929',)","('21928',)",0.02219288318873381,0.466006600660066,10.119182239043017
"('21975', '84991')","('21977',)",0.011002137558154155,0.5709624796084829,10.11328418780905
"('20724',)","('22355',)",0.027568213252860557,0.5,10.10546378653113
"('22355',)","('20724',)",0.027568213252860557,0.5571791613722998,10.10546378653113
"('20712', '22411')","('21931',)",0.011473657739217906,0.7046332046332047,10.097203380987166
"('21975',)","('21212', '21977')",0.011536527096693071,0.31367521367521367,10.079430199430199
"('21212', '21977')","('21975',)",0.011536527096693071,0.3707070707070707,10.079430199430199
"('82483',)","('82482', '82494L')",0.011505092417955488,0.33122171945701356,10.025523634030938
"('82482', '82494L')","('82483',)",0.011505092417955488,0.34823977164605135,10.025523634030938
"('22417',)","('21212', '84991')",0.01009053187476424,0.3425827107790822,10.016765804507504
"('21212', '84991')","('22417',)",0.01009053187476424,0.29503676470588236,10.016765804507504
"('82482',)","('82494L', '85123A')",0.015182949830252734,0.24769230769230768,10.012182582347766
"('82494L', '85123A')","('82482',)",0.015182949830252734,0.613722998729352,10.012182582347766
"('22150',)","('22149',)",0.011442223060480322,0.41223103057757643,10.010605759338825
"('22149',)","('22150',)",0.011442223060480322,0.2778625954198473,10.010605759338825
"('22411', '85099C')","('21928',)",0.010121966553501824,0.46065808297567956,10.003040911687588
"('21928',)","('22411', '85099C')",0.010121966553501824,0.2197952218430034,10.003040911687588
"('21931', '85099B')","('20711',)",0.01257387149503332,0.3147128245476003,9.971757345127749
"('20711',)","('21931', '85099B')",0.01257387149503332,0.398406374501992,9.971757345127749
"('20712',)","('20713',)",0.01464856029171382,0.38800999167360534,9.970415068756651
"('20713',)","('20712',)",0.01464856029171382,0.3764135702746365,9.970415068756651
"('20728',)","('20726', '22384')",0.012793914246196404,0.21454928835002635,9.94933230465166
"('20726', '22384')","('20728',)",0.012793914246196404,0.5932944606413995,9.94933230465166
"('22386', '22411')","('21928',)",0.011756569847856155,0.45665445665445664,9.91610346422633
"('21928',)","('22386', '22411')",0.011756569847856155,0.2552901023890785,9.91610346422633
"('22385', '22411')","('21931',)",0.010593486734565572,0.6919917864476386,9.916055274987512
"('21166', '21175')","('21181',)",0.010687790770778322,0.5405405405405406,9.882572227399812
"('21930', '85099C')","('21931',)",0.010342009304664907,0.6882845188284519,9.862931131968791
"('20725', '22386')","('22384',)",0.010813529485728656,0.6003490401396161,9.788981888734734
"('21930', '22411')","('21931',)",0.010562052055827989,0.6815415821501014,9.766306671783344
"('20725', '22382')","('20726',)",0.014522821576763486,0.5116279069767442,9.757737995649991
"('20726',)","('20725', '22382')",0.014522821576763486,0.27697841726618705,9.757737995649991
"('20712',)","('21931', '85099B')",0.014711429649188985,0.3896752706078268,9.753225577164585
"('21931', '85099B')","('20712',)",0.014711429649188985,0.3682140047206924,9.753225577164585
"('21928',)","('21931', '22411')",0.012290959386395071,0.2668941979522184,9.714460211963356
"('21931', '22411')","('21928',)",0.012290959386395071,0.4473684210526316,9.714460211963356
"('21213', '84991')","('21977',)",0.010027662517289074,0.5481099656357389,9.708504580625904
"('20726',)","('20725', '20728')",0.015214384508990318,0.290167865707434,9.706435482528804
"('20725', '20728')","('20726',)",0.015214384508990318,0.508937960042061,9.706435482528804
"('21977',)","('21212', '84992')",0.01257387149503332,0.22271714922049,9.705586234249626
"('21212', '84992')","('21977',)",0.01257387149503332,0.547945205479452,9.705586234249626
"('84992',)","('21975',)",0.014962907079089652,0.3568215892053973,9.701887517779571
"('21975',)","('84992',)",0.014962907079089652,0.40683760683760684,9.701887517779571
"('20726',)","('22382', '22384')",0.012416698101345405,0.236810551558753,9.695517717100453
"('22382', '22384')","('20726',)",0.012416698101345405,0.5083655083655083,9.695517717100453
"('21212', '21975')","('21977',)",0.011536527096693071,0.5469448584202683,9.687867392018694
"('21977',)","('21212', '21975')",0.011536527096693071,0.20434298440979956,9.687867392018694
"('22910',)","('22086',)",0.025745001886080723,0.5943396226415094,9.686030776368698
"('22086',)","('22910',)",0.025745001886080723,0.41956967213114754,9.686030776368698
"('20726', '20727')","('20728',)",0.014114170753174903,0.5756410256410256,9.653290620818296
"('20728',)","('20726', '20727')",0.014114170753174903,0.23668950975224037,9.653290620818296
"('22910',)","('22909',)",0.01323399974852257,0.30551523947750364,9.641915474462644
"('22909',)","('22910',)",0.01323399974852257,0.4176587301587302,9.641915474462644
"('21212', '21977')","('84992',)",0.01257387149503332,0.40404040404040403,9.635182408795602
"('84992',)","('21212', '21977')",0.01257387149503332,0.29985007496251875,9.635182408795602
"('22114',)","('22112',)",0.02341883565949956,0.4960053262316911,9.557190453108758
"('22112',)","('22114',)",0.02341883565949956,0.45124167171411267,9.557190453108758
"('21930',)","('21931', '22411')",0.010562052055827989,0.2616822429906542,9.524754592698732
"('21931', '22411')","('21930',)",0.010562052055827989,0.38443935926773454,9.524754592698732
"('20712', '22411')","('22386',)",0.01027913994718974,0.6312741312741312,9.517579461655291
"('20711', '85099B')","('21931',)",0.01257387149503332,0.6633499170812603,9.505625028013087
"('20712', '22386')","('21931',)",0.011222180309317238,0.6623376623376623,9.49111969111969
"('22385', '85099B')","('22386',)",0.013108261033572237,0.6280120481927711,9.468397761662764
"('21928', '21931')","('22411',)",0.012290959386395071,0.6256,9.467929210275928
"('21213',)","('22417',)",0.011945177920281654,0.27879677182685253,9.4654033141471
"('22417',)","('21213',)",0.011945177920281654,0.4055496264674493,9.4654033141471
"('22666',)","('22667',)",0.010593486734565572,0.2218564845292956,9.460721830892695
"('22667',)","('22666',)",0.010593486734565572,0.4517426273458445,9.460721830892695
"('22382',)","('20726', '22384')",0.012416698101345405,0.20298047276464543,9.412849562082945
"('20726', '22384')","('22382',)",0.012416698101345405,0.575801749271137,9.412849562082945
"('20728',)","('20726', '22383')",0.013108261033572237,0.2198207696362678,9.411760866310836
"('20726', '22383')","('20728',)",0.013108261033572237,0.5612382234185733,9.411760866310836
"('20727', '20728')","('22384',)",0.015340123223940651,0.5768321513002365,9.405527625403957
"('22384',)","('20727', '20728')",0.015340123223940651,0.2501281394156843,9.405527625403957
"('22835',)","('22114',)",0.013485477178423237,0.4436401240951396,9.396191496481078
"('22114',)","('22835',)",0.013485477178423237,0.2856191744340879,9.396191496481078
"('20726',)","('20727', '22382')",0.013202565069784986,0.2517985611510791,9.379643825922868
"('20727', '22382')","('20726',)",0.013202565069784986,0.4918032786885246,9.379643825922868
"('21213',)","('21975',)",0.014774299006664151,0.3448275862068966,9.37577365163572
"('21975',)","('21213',)",0.014774299006664151,0.4017094017094017,9.37577365163572
"('20728',)","('20726', '22382')",0.012825348924933987,0.2150764364786505,9.372618626381959
"('20726', '22382')","('20728',)",0.012825348924933987,0.5589041095890411,9.372618626381959
"('21212', '84991')","('21213',)",0.01370551992958632,0.4007352941176471,9.353038280609383
"('21213',)","('21212', '84991')",0.01370551992958632,0.31988261188554656,9.353038280609383
"('20726', '22383')","('22382',)",0.013359738463472904,0.5720053835800808,9.350788932399553
"('22382',)","('20726', '22383')",0.013359738463472904,0.2183967112024666,9.350788932399553
"('21908',)","('85152',)",0.012008047277756822,0.4174863387978142,9.320052919183205
"('85152',)","('21908',)",0.012008047277756822,0.2680701754385965,9.320052919183205
"('21166',)","('21175',)",0.019772412925939897,0.46765799256505575,9.304025052832742
"('21175',)","('21166',)",0.019772412925939897,0.39337085678549094,9.304025052832742
"('22382', '22384')","('20728',)",0.013548346535898403,0.5546975546975547,9.302076230911233
"('20728',)","('22382', '22384')",0.013548346535898403,0.2272008434370058,9.302076230911233
"('21977',)","('21976',)",0.012511002137558154,0.22160356347438753,9.263669594280179
"('21976',)","('21977',)",0.012511002137558154,0.5229960578186597,9.263669594280179
"('21928', '22386')","('22411',)",0.011756569847856155,0.6101141924959217,9.233564553606215
"('21212', '21977')","('84991',)",0.017477681378096317,0.5616161616161616,9.233143841515934
"('84991',)","('21212', '21977')",0.017477681378096317,0.2873385012919897,9.233143841515934
"('22386', '22411')","('21929',)",0.011316484345529988,0.43956043956043955,9.22989881405723
"('21929',)","('22386', '22411')",0.011316484345529988,0.2376237623762376,9.22989881405723
"('20726',)","('20728', '22384')",0.012793914246196404,0.24400479616306955,9.229822325255133
"('20728', '22384')","('20726',)",0.012793914246196404,0.4839476813317479,9.229822325255133
"('20711', '21931')","('22411',)",0.010121966553501824,0.6098484848484849,9.22954329210276
"('20728', '22382')","('22383',)",0.01552873129636615,0.6465968586387435,9.224008639917356
"('22383',)","('20728', '22382')",0.01552873129636615,0.22152466367713006,9.224008639917356
"('22469', '85123A')","('22470',)",0.012793914246196404,0.5575342465753425,9.19931506849315
"('22470',)","('22469', '85123A')",0.012793914246196404,0.21109958506224066,9.19931506849315
"('20728', '22382')","('22384',)",0.013548346535898403,0.5641361256544503,9.19851277771367
"('22384',)","('20728', '22382')",0.013548346535898403,0.22091235263967196,9.19851277771367
"('22411', '85099B')","('20711',)",0.010153401232239406,0.29020664869721474,9.195272817087444
"('20711',)","('22411', '85099B')",0.010153401232239406,0.32171314741035856,9.195272817087444
"('21929', '22386')","('22411',)",0.011316484345529988,0.6070826306913997,9.18768441843711
"('20712', '22386')","('22411',)",0.01027913994718974,0.6066790352504638,9.181576341288181
"('21928',)","('21931', '85099C')",0.010216270589714574,0.22184300341296928,9.177203673047307
"('21931', '85099C')","('21928',)",0.010216270589714574,0.4226267880364109,9.177203673047307
"('20728', '22383')","('22382',)",0.01552873129636615,0.5613636363636364,9.17682425488181
"('22382',)","('20728', '22383')",0.01552873129636615,0.2538540596094553,9.17682425488181
"('21931', '85099B')","('22385',)",0.012982522318621903,0.32494099134539733,9.155910377927174
"('22385',)","('21931', '85099B')",0.012982522318621903,0.36581045172719223,9.155910377927174
"('84991',)","('21212', '21213')",0.01370551992958632,0.22532299741602066,9.142825502293942
"('21212', '21213')","('84991',)",0.01370551992958632,0.5561224489795918,9.142825502293942
"('22382',)","('22662',)",0.01552873129636615,0.2538540596094553,9.114678718167033
"('22662',)","('22382',)",0.01552873129636615,0.5575620767494357,9.114678718167033
"('20726',)","('22383', '22384')",0.012762479567458821,0.2434052757793765,9.098952565327293
"('22383', '22384')","('20726',)",0.012762479567458821,0.4770857814336075,9.098952565327293
"('22384', '85099B')","('22386',)",0.012102351313969572,0.603448275862069,9.098055237783951
"('21928', '21931')","('85099C',)",0.010216270589714574,0.52,9.094139637163277
"('22411', '85099B')","('20712',)",0.012008047277756822,0.34321653189577717,9.091094348599887
"('20712',)","('22411', '85099B')",0.012008047277756822,0.3180682764363031,9.091094348599887
"('82483', '82486')","('82494L',)",0.010436313340877657,0.5451559934318555,9.084600556864427
"('20711', '85099B')","('22386',)",0.011410788381742738,0.6019900497512438,9.076069887529178
"('20713',)","('21931', '85099B')",0.01408273607443732,0.36187399030694667,9.0573842483435
"('21931', '85099B')","('20713',)",0.01408273607443732,0.35247836349331235,9.0573842483435
"('22384',)","('20725', '20728')",0.016597510373443983,0.2706304459251666,9.052887219528285
"('20725', '20728')","('22384',)",0.016597510373443983,0.555205047318612,9.052887219528285
"('21212', '84991')","('21977',)",0.017477681378096317,0.5110294117647058,9.05170804401939
"('21977',)","('21212', '84991')",0.017477681378096317,0.30957683741648107,9.05170804401939
"('20728', '22383')","('20726',)",0.013108261033572237,0.4738636363636364,9.0375
"('20726',)","('20728', '22383')",0.013108261033572237,0.25,9.0375
"('21928',)","('22411', '85099B')",0.014554256255501068,0.31604095563139933,9.033149039124954
"('22411', '85099B')","('21928',)",0.014554256255501068,0.4159928122192273,9.033149039124954
"('20712', '85099B')","('21931',)",0.014711429649188985,0.6281879194630873,9.001763105387267
"('21931',)","('20712', '85099B')",0.014711429649188985,0.21081081081081082,9.001763105387267
"('20725', '22383')","('20726',)",0.01606312083490507,0.4714022140221402,8.990555894767581
"('20726',)","('20725', '22383')",0.01606312083490507,0.30635491606714627,8.990555894767581
"('20726', '20727')","('22384',)",0.01351691185716082,0.5512820512820513,8.988920868982376
"('22384',)","('20726', '20727')",0.01351691185716082,0.2203997949769349,8.988920868982376
"('20727', '22384')","('20726',)",0.01351691185716082,0.4709748083242059,8.982404437895466
"('20726',)","('20727', '22384')",0.01351691185716082,0.2577937649880096,8.982404437895466
"('82482',)","('82494L',)",0.03303784735320005,0.538974358974359,8.981588427287745
"('82494L',)","('82482',)",0.03303784735320005,0.5505500261917234,8.981588427287745
"('21931',)","('21930', '85099B')",0.01398843203822457,0.20045045045045046,8.981309478492577
"('21930', '85099B')","('21931',)",0.01398843203822457,0.6267605633802817,8.981309478492577
"('20728',)","('20727', '22384')",0.015340123223940651,0.25724828676858197,8.963398136563121
"('20727', '22384')","('20728',)",0.015340123223940651,0.5345016429353778,8.963398136563121
"('20728',)","('20725', '20726')",0.015214384508990318,0.2551396942540854,8.95861363533219
"('20725', '20726')","('20728',)",0.015214384508990318,0.5342163355408388,8.95861363533219
"('20726', '20728')","('22382',)",0.012825348924933987,0.5476510067114094,8.952658697586514
"('22382',)","('20726', '20728')",0.012825348924933987,0.20966084275436794,8.952658697586514
"('21213',)","('21977', '84991')",0.010027662517289074,0.23404255319148937,8.91660084087145
"('21977', '84991')","('21213',)",0.010027662517289074,0.38203592814371257,8.91660084087145
"('22385', '85099B')","('21931',)",0.012982522318621903,0.6219879518072289,8.91291924454575
"('20726', '22383')","('22384',)",0.012762479567458821,0.5464333781965006,8.90986090578528
"('22384',)","('20726', '22383')",0.012762479567458821,0.20809841107124552,8.90986090578528
"('20726', '20728')","('22384',)",0.012793914246196404,0.5463087248322148,8.907828372302623
"('22384',)","('20726', '20728')",0.012793914246196404,0.20861096873398258,8.907828372302623
"('21930', '22386')","('21931',)",0.011253614988054822,0.6204506065857885,8.890889503021219
"('20728',)","('22383', '22384')",0.014177040110650069,0.23774380600948866,8.88731604791287
"('22383', '22384')","('20728',)",0.014177040110650069,0.5299647473560517,8.88731604791287
"('20726', '22384')","('20727',)",0.01351691185716082,0.6268221574344023,8.870314267038792
"('21928', '85099C')","('22411',)",0.010121966553501824,0.5843920145190563,8.844281049419704
"('20726',)","('20725', '22384')",0.015434427260153401,0.2943645083932854,8.842609764879315
"('20725', '22384')","('20726',)",0.015434427260153401,0.4636449480642115,8.842609764879315
"('20725', '20726')","('22384',)",0.015434427260153401,0.5419426048565121,8.836636671294395
"('22384',)","('20725', '20726')",0.015434427260153401,0.25166581240389546,8.836636671294395
"('21931', '22385')","('22386',)",0.010970702879416573,0.5855704697986577,8.82851553802602
"('20726', '22382')","('22384',)",0.012416698101345405,0.541095890410959,8.82283058213912
"('22384',)","('20726', '22382')",0.012416698101345405,0.20246027678113787,8.82283058213912
"('21931',)","('22386', '22411')",0.015843078083741986,0.22702702702702704,8.81829521829522
"('22386', '22411')","('21931',)",0.015843078083741986,0.6153846153846154,8.81829521829522
"('21166',)","('85152',)",0.016691814409656735,0.39479553903345727,8.813498728233224
"('85152',)","('21166',)",0.016691814409656735,0.3726315789473684,8.813498728233224
"('21930', '85099B')","('22386',)",0.01304539167609707,0.5845070422535211,8.81248247780522
"('22382',)","('20726', '20727')",0.013202565069784986,0.2158273381294964,8.802434975096846
"('20726', '20727')","('22382',)",0.013202565069784986,0.5384615384615384,8.802434975096846
